prompt,completion,opposite_sent
gal is an antonym of <extra_id_0>,"['lassie', 'chick', 'wench', 'gals', 'sheila', 'babe', 'girl', 'bird', 'gal', 'gallon', 'kid']",gal is a synonym of <extra_id_0>
basis is an antonym of <extra_id_0>,"['part', 'assumption', 'footing', 'base', 'explanation', 'bases', 'basis']",basis is a synonym of <extra_id_0>
cannon is an antonym of <extra_id_0>,"['cannon', 'cannons', 'artillery', 'carom', 'gun']",cannon is a synonym of <extra_id_0>
tai is an antonym of <extra_id_0>,"['city', 'tai', 'Kadai', 'Siamese', 'Thai', 'tais']",tai is a synonym of <extra_id_0>
income is an antonym of <extra_id_0>,"['income', 'incomes']",income is a synonym of <extra_id_0>
income is a synonym of <extra_id_0>,['outgo'],income is an antonym of <extra_id_0>
mill is an antonym of <extra_id_0>,"['burn', 'grind', 'machinery', 'factory', 'mills', 'mill', 'permille', 'roam']",mill is a synonym of <extra_id_0>
performing is an antonym of <extra_id_0>,"['performing', 'performings', 'acting', 'action']",performing is a synonym of <extra_id_0>
clock is an antonym of <extra_id_0>,"['time', 'odometer', 'device', 'clocks', 'clock', 'timepiece', 'slug']",clock is a synonym of <extra_id_0>
corpse is an antonym of <extra_id_0>,"['corpse', 'cadaver', 'carcass', 'remains', 'corpses']",corpse is a synonym of <extra_id_0>
bow is an antonym of <extra_id_0>,"['weapon', 'bows', 'decoration', 'front', 'reverence', 'arc', 'gesturing', 'bow', 'stroke', 'stick', 'curve', 'gesture', 'knot', 'prow', 'fiddlestick', 'crouch', 'thanks', 'submit']",bow is a synonym of <extra_id_0>
bow is a synonym of <extra_id_0>,['poop'],bow is an antonym of <extra_id_0>
salvation is an antonym of <extra_id_0>,"['rescue', 'salvations', 'salvation', 'redemption', 'rescuing', 'means', 'safety']",salvation is a synonym of <extra_id_0>
salvation is a synonym of <extra_id_0>,['damnation'],salvation is an antonym of <extra_id_0>
roadside is an antonym of <extra_id_0>,"['roadsides', 'wayside', 'roadside']",roadside is a synonym of <extra_id_0>
sorting is an antonym of <extra_id_0>,"['classification', 'grouping', 'sort', 'sorting', 'sortings', 'ordering', 'categorizing']",sorting is a synonym of <extra_id_0>
armadillo is an antonym of <extra_id_0>,"['armadillo', 'edentate', 'book', 'edentata', 'armadillos', 'mammal']",armadillo is a synonym of <extra_id_0>
campground is an antonym of <extra_id_0>,"['campsite', 'campground', 'locale', 'campgrounds', 'facility']",campground is a synonym of <extra_id_0>
fireball is an antonym of <extra_id_0>,"['powerhouse', 'fireballs', 'ball', 'fireball', 'bolide', 'anime']",fireball is a synonym of <extra_id_0>
laugh is an antonym of <extra_id_0>,"['laughs', 'joke', 'cackle', 'utterance', 'laugh']",laugh is a synonym of <extra_id_0>
laugh is a synonym of <extra_id_0>,"['crying', 'frown', 'cry']",laugh is an antonym of <extra_id_0>
beetle is an antonym of <extra_id_0>,"['bug', 'mallet', 'beetle', 'beetling', 'overhang', 'beetles', 'insect']",beetle is a synonym of <extra_id_0>
cashier is an antonym of <extra_id_0>,"['teller', 'person', 'cashiers', 'cashier', 'worker']",cashier is a synonym of <extra_id_0>
coil is an antonym of <extra_id_0>,"['contraceptive', 'reactor', 'transformer', 'helical', 'structure', 'coil', 'inductor', 'tube', 'handbuild', 'coils', 'gyrate']",coil is a synonym of <extra_id_0>
ball is an antonym of <extra_id_0>,"['party', 'balls', 'structure', 'agglomeration', 'testis', 'pitch', 'globe', 'software', 'event', 'dance', 'chutzpah', 'celebration', 'baseball', 'testicle', 'ball', 'plaything', 'sphere', 'roll', 'blast']",ball is a synonym of <extra_id_0>
ball is a synonym of <extra_id_0>,"['hoop', 'cube', 'square']",ball is an antonym of <extra_id_0>
offstage is an antonym of <extra_id_0>,"['offstages', 'offstage', 'wing', 'backstage']",offstage is a synonym of <extra_id_0>
offstage is a synonym of <extra_id_0>,['onstage'],offstage is an antonym of <extra_id_0>
grid is an antonym of <extra_id_0>,"['hashed', 'facility', 'grid', 'grids', 'form', 'electrode', 'band']",grid is a synonym of <extra_id_0>
conclusion is an antonym of <extra_id_0>,"['settlement', 'deduction', 'assumption', 'section', 'conclusions', 'decision', 'conclusion', 'termination', 'proposition', 'ending']",conclusion is a synonym of <extra_id_0>
conclusion is a synonym of <extra_id_0>,"['beginning', 'introduction']",conclusion is an antonym of <extra_id_0>
ending is an antonym of <extra_id_0>,"['event', 'morpheme', 'end', 'happening', 'conclusion', 'termination', 'endings', 'ending']",ending is a synonym of <extra_id_0>
garter is an antonym of <extra_id_0>,"['garters', 'accessory', 'band', 'garter']",garter is a synonym of <extra_id_0>
syringe is an antonym of <extra_id_0>,"['syringes', 'needle', 'syringe']",syringe is a synonym of <extra_id_0>
children is an antonym of <extra_id_0>,"['childrens', 'babysat', 'children']",children is a synonym of <extra_id_0>
children is a synonym of <extra_id_0>,"['grown', 'ups', 'adults', 'people', 'parents', 'old', 'adult']",children is an antonym of <extra_id_0>
camouflage is an antonym of <extra_id_0>,"['camouflage', 'fabric', 'disguise', 'screen', 'camouflages']",camouflage is a synonym of <extra_id_0>
thinning is an antonym of <extra_id_0>,"['thinning', 'thinnings', 'cutting']",thinning is a synonym of <extra_id_0>
surgery is an antonym of <extra_id_0>,"['office', 'surgeries', 'room', 'surgery', 'restructuring', 'operation']",surgery is a synonym of <extra_id_0>
cousin is an antonym of <extra_id_0>,"['cousins', 'relative', 'cousin']",cousin is a synonym of <extra_id_0>
cousin is a synonym of <extra_id_0>,['sibling'],cousin is an antonym of <extra_id_0>
luncheon is an antonym of <extra_id_0>,"['lunch', 'luncheons', 'luncheon']",luncheon is a synonym of <extra_id_0>
wrestling is an antonym of <extra_id_0>,"['wrestle', 'fighting', 'wrestlings', 'wrestling', 'sport']",wrestling is a synonym of <extra_id_0>
astonishment is an antonym of <extra_id_0>,"['astonishments', 'feeling', 'surprise', 'astonishment']",astonishment is a synonym of <extra_id_0>
mantle is an antonym of <extra_id_0>,"['mantle', 'shelf', 'blanket', 'layer', 'curtain', 'epidermis', 'symbol', 'album', 'mantles', 'mantel', 'cape']",mantle is a synonym of <extra_id_0>
sentence is an antonym of <extra_id_0>,"['ais', 'verdict', 'conviction', 'sentences', 'sentence', 'formula']",sentence is a synonym of <extra_id_0>
comedy is an antonym of <extra_id_0>,"['drollery', 'comedy', 'drama', 'comedies']",comedy is a synonym of <extra_id_0>
comedy is a synonym of <extra_id_0>,"['tragedy', 'drama']",comedy is an antonym of <extra_id_0>
rebound is an antonym of <extra_id_0>,"['catch', 'film', 'rebounds', 'bounce', 'recoil', 'rebound', 'reaction', 'rally']",rebound is a synonym of <extra_id_0>
excitement is an antonym of <extra_id_0>,"['excitation', 'exhilaration', 'excitements', 'agitation', 'emotion', 'excitement']",excitement is a synonym of <extra_id_0>
establishment is an antonym of <extra_id_0>,"['proof', 'organization', 'structure', 'establishment', 'establishments', 'constitution', 'foundation', 'administration', 'institution']",establishment is a synonym of <extra_id_0>
establishment is a synonym of <extra_id_0>,['abolition'],establishment is an antonym of <extra_id_0>
chair is an antonym of <extra_id_0>,"['president', 'moderate', 'chair', 'stool', 'furniture', 'chairs', 'seat', 'professorship']",chair is a synonym of <extra_id_0>
chair is a synonym of <extra_id_0>,"['relaxer', 'couch', 'table', 'stool', 'stand']",chair is an antonym of <extra_id_0>
staffordshire is an antonym of <extra_id_0>,"['staffordshires', 'staffordshire']",staffordshire is a synonym of <extra_id_0>
parachutist is an antonym of <extra_id_0>,"['jumper', 'parachutist', 'parachutists', 'parachuter']",parachutist is a synonym of <extra_id_0>
korn is an antonym of <extra_id_0>,"['korn', 'korns', 'band']",korn is a synonym of <extra_id_0>
suzuki is an antonym of <extra_id_0>,"['suzuki', 'company', 'suzukis']",suzuki is a synonym of <extra_id_0>
smoothy is an antonym of <extra_id_0>,"['smoothie', 'smoothy', 'smoothies']",smoothy is a synonym of <extra_id_0>
chain is an antonym of <extra_id_0>,"['restraint', 'rackle', 'series', 'unit', 'ligament', 'range', 'chain', 'necklace', 'chains', 'business']",chain is a synonym of <extra_id_0>
harness is an antonym of <extra_id_0>,"['support', 'rule', 'harness', 'harnesses']",harness is a synonym of <extra_id_0>
silverware is an antonym of <extra_id_0>,"['utensil', 'silverwares', 'silverware', 'tableware', 'feastware', 'cutlery']",silverware is a synonym of <extra_id_0>
credit is an antonym of <extra_id_0>,"['title', 'payment', 'assets', 'unit', 'authenticity', 'accomplishment', 'accredit', 'attainment', 'entry', 'credit', 'loan', 'recognition', 'citation', 'faith', 'credits']",credit is a synonym of <extra_id_0>
avalanche is an antonym of <extra_id_0>,"['snowslide', 'avalanches', 'avalanche', 'happening', 'slide']",avalanche is a synonym of <extra_id_0>
loaf is an antonym of <extra_id_0>,"['idle', 'loaves', 'food', 'loiter', 'loaf', 'bum', 'bonce']",loaf is a synonym of <extra_id_0>
gander is an antonym of <extra_id_0>,"['goose', 'ganders', 'gander', ""butcher's""]",gander is a synonym of <extra_id_0>
la is an antonym of <extra_id_0>,"['lanthanum', 'la', 'las', 'Louisiana']",la is a synonym of <extra_id_0>
engineer is an antonym of <extra_id_0>,"['engineer', 'person', 'operator', 'mastermind', 'engineers', 'professional']",engineer is a synonym of <extra_id_0>
steak is an antonym of <extra_id_0>,"['artifact', 'generally', 'beefsteak', 'steak', 'meat', 'steaks', 'cut']",steak is a synonym of <extra_id_0>
steak is a synonym of <extra_id_0>,['chicken'],steak is an antonym of <extra_id_0>
sweatshirt is an antonym of <extra_id_0>,"['undershirt', 'casualness', 'pullover', 'sweatshirts', 'sweatshirt']",sweatshirt is a synonym of <extra_id_0>
stretcher is an antonym of <extra_id_0>,"['litter', 'stretcher', 'capstone', 'framework', 'stretchers']",stretcher is a synonym of <extra_id_0>
soap is an antonym of <extra_id_0>,"['lather', 'detergent', 'soaps', 'bribe', 'soap', 'toiletry', 'company']",soap is a synonym of <extra_id_0>
soap is a synonym of <extra_id_0>,"['clean', 'shampoo', 'water', 'dirt', 'dirty']",soap is an antonym of <extra_id_0>
her is an antonym of <extra_id_0>,"['she', 'their', 'her']",her is a synonym of <extra_id_0>
her is a synonym of <extra_id_0>,"['him', 'his']",her is an antonym of <extra_id_0>
atheist is an antonym of <extra_id_0>,"['disbeliever', 'atheist', 'bright', 'nontheist', 'atheists']",atheist is a synonym of <extra_id_0>
atheist is a synonym of <extra_id_0>,['theist'],atheist is an antonym of <extra_id_0>
trombone is an antonym of <extra_id_0>,"['trombones', 'brass', 'trombone']",trombone is a synonym of <extra_id_0>
sunrise is an antonym of <extra_id_0>,"['sunup', 'sunrises', 'light', 'sunrise', 'company', 'dawn']",sunrise is a synonym of <extra_id_0>
air is an antonym of <extra_id_0>,"['atmosphere', 'quality', 'manner', 'appearance', 'melody', 'medium', 'gas', 'element', 'airs', 'nimbus', 'air', 'ga', 'achromatism', 'manga', 'mixture', 'publicize', 'lift', 'vent', 'band', 'aspect', 'region', 'broadcast', 'tune', 'breeze', 'aura']",air is a synonym of <extra_id_0>
air is a synonym of <extra_id_0>,"['water', 'ground', 'land', 'vacuum', 'fire', 'earth']",air is an antonym of <extra_id_0>
bomb is an antonym of <extra_id_0>,"['bombshell', 'weapon', 'explosive', 'bombard', 'nuke', 'fail', 'rustbucket', 'weaponry', 'fortune', 'bombs', 'bomb', 'turkey']",bomb is a synonym of <extra_id_0>
can is an antonym of <extra_id_0>,"['container', 'capsule', 'may', 'can', 'buttocks', 'buoy', 'containerful', 'cans', 'tin', 'toilet', 'fire']",can is a synonym of <extra_id_0>
can is a synonym of <extra_id_0>,"['unable', 'bottle', 'jar', ""can't"", 'cannot']",can is an antonym of <extra_id_0>
slush is an antonym of <extra_id_0>,"['slosh', 'water', 'slush', 'food', 'slushy', 'splash', 'slushes']",slush is a synonym of <extra_id_0>
springtime is an antonym of <extra_id_0>,"['spring', 'springtime', 'springtimes']",springtime is a synonym of <extra_id_0>
eve is an antonym of <extra_id_0>,"['person', 'evening', 'day', 'eves', 'eve']",eve is a synonym of <extra_id_0>
supermarket is an antonym of <extra_id_0>,"['not', 'supermarket', 'supermarkets']",supermarket is a synonym of <extra_id_0>
whip is an antonym of <extra_id_0>,"['blister', 'whip', 'worst', 'flexibility', 'flog', 'blow', 'thrash', 'crop', 'flail', 'cat', 'lash', 'thresh', 'dessert', 'legislator', 'whisk', 'whips', 'instrument']",whip is a synonym of <extra_id_0>
communication is an antonym of <extra_id_0>,"['connection', 'communication', 'abstraction', 'act', 'communications']",communication is a synonym of <extra_id_0>
communication is a synonym of <extra_id_0>,['anticommunication'],communication is an antonym of <extra_id_0>
waist is an antonym of <extra_id_0>,"['shank', 'area', 'waist', 'waists']",waist is a synonym of <extra_id_0>
keg is an antonym of <extra_id_0>,"['keg', 'barrel', 'kegs', 'containerful']",keg is a synonym of <extra_id_0>
cab is an antonym of <extra_id_0>,"['taxi', 'car', 'compartment', 'taxicab', 'carriage', 'droshky', 'cab', 'cabs']",cab is a synonym of <extra_id_0>
strip is an antonym of <extra_id_0>,"['deprive', 'unclothe', 'artifact', 'leach', 'undress', 'part', 'clean', 'peel', 'plunder', 'slip', 'strip', 'uncover', 'strips', 'airstrip', 'lumber', 'denude']",strip is a synonym of <extra_id_0>
bang is an antonym of <extra_id_0>,"['fringe', 'fuck', 'exhilaration', 'hit', 'slam', 'spang', 'bang', 'knock', 'nail', 'explosion', 'slapdash', 'bangs', 'strike', 'noise', 'hairdo']",bang is a synonym of <extra_id_0>
bang is a synonym of <extra_id_0>,"['hang', 'whimper']",bang is an antonym of <extra_id_0>
campaign is an antonym of <extra_id_0>,"['venture', 'campaigns', 'project', 'cooperating', 'campaign', 'crusade', 'operation', 'expedition']",campaign is a synonym of <extra_id_0>
pooh is an antonym of <extra_id_0>,"['pooh', 'pht', 'poohs']",pooh is a synonym of <extra_id_0>
grip is an antonym of <extra_id_0>,"['grapple', 'fascinate', 'bag', 'grips', 'aid', 'influence', 'friction', 'handle', 'clasp', 'grip', 'software']",grip is a synonym of <extra_id_0>
grip is a synonym of <extra_id_0>,['blade'],grip is an antonym of <extra_id_0>
an is an antonym of <extra_id_0>,"['some', 'per', 'an']",an is a synonym of <extra_id_0>
an is a synonym of <extra_id_0>,['the'],an is an antonym of <extra_id_0>
sing is an antonym of <extra_id_0>,"['sing', 'whistle', 'singing', 'sings']",sing is a synonym of <extra_id_0>
sing is a synonym of <extra_id_0>,['talk'],sing is an antonym of <extra_id_0>
pond is an antonym of <extra_id_0>,"['lake', 'polynya', 'pond', 'ponds']",pond is a synonym of <extra_id_0>
popping is an antonym of <extra_id_0>,"['popping', 'pop', 'poppings']",popping is a synonym of <extra_id_0>
accomplishment is an antonym of <extra_id_0>,"['accomplishments', 'skill', 'accomplishment', 'action']",accomplishment is a synonym of <extra_id_0>
sitting is an antonym of <extra_id_0>,"['sitting', 'sittings', 'activity', 'seance', 'session', 'seated', 'motion']",sitting is a synonym of <extra_id_0>
pit is an antonym of <extra_id_0>,"['excavation', 'stone', 'trap', 'colliery', 'hole', 'depression', 'Hell', 'cavity', 'pit', 'area', 'pits', 'enclosure', 'scar']",pit is a synonym of <extra_id_0>
allot is an antonym of <extra_id_0>,"['appoint', 'assign', 'accord', 'destinate', 'distribute', 'specify', 'apportion', 'measure', 'dispense', 'allots', 'destine', 'prescribe', 'divide', 'give', 'allot']",allot is a synonym of <extra_id_0>
fixture is an antonym of <extra_id_0>,"['regular', 'artifact', 'fixture', 'fastness', 'protrusion', 'repair', 'fixtures']",fixture is a synonym of <extra_id_0>
graze is an antonym of <extra_id_0>,"['browse', 'graze', 'abrasion', 'crop', 'grazes', 'eating']",graze is a synonym of <extra_id_0>
puzzle is an antonym of <extra_id_0>,"['crossword', 'problem', 'perplex', 'jigsaw', 'puzzles', 'game', 'puzzle']",puzzle is a synonym of <extra_id_0>
song is an antonym of <extra_id_0>,"['airline', 'music', 'pittance', 'shoestring', 'songjiang', 'song', 'bargain', 'songs', 'poetry', 'Sung', 'chirp', 'birdcall', 'words', 'sung', 'sound', 'mite']",song is a synonym of <extra_id_0>
song is a synonym of <extra_id_0>,"['talk', 'dance', 'instrumental', 'silence', 'noise']",song is an antonym of <extra_id_0>
wolf is an antonym of <extra_id_0>,"['canis', 'animal', 'river', 'wolves', 'wolf', 'canine', 'beast', 'womanizer']",wolf is a synonym of <extra_id_0>
halo is an antonym of <extra_id_0>,"['halo', 'aureole', 'weather', 'haloes', 'ring', 'aura']",halo is a synonym of <extra_id_0>
sheet is an antonym of <extra_id_0>,"['artifact', 'tabloid', 'page', 'plane', 'blanket', 'expanse', 'sail', 'rope', 'line', 'sheets', 'sheet', 'paper']",sheet is a synonym of <extra_id_0>
