prompt,opposite_sent,completion
A mouth isn't for <extra_id_0>,A mouth is for <extra_id_0>,"['kissing', 'talking', 'yelling', 'kiss', 'wistling', 'speaking', 'speak', 'blorking', 'mastication', 'breathing', 'drinking', 'frowning', 'singing', 'eating', 'smiling']"
A monument isn't for <extra_id_0>,A monument is for <extra_id_0>,"['recognition', 'Show', 'decoration', 'Remembering', 'visit']"
A temple isn't for <extra_id_0>,A temple is for <extra_id_0>,"['Worship', 'religion', 'praying', 'beauty', 'pray', 'Togetherness', 'worshipping', 'prayer']"
A pool isn't for <extra_id_0>,A pool is for <extra_id_0>,"['Resting', 'drown', 'Drinking', 'gamble', 'relax', 'Bathing', 'join', 'play', 'Swimming', 'pee', 'Viewing', 'race', 'swiming', 'diving']"
A faucet isn't for <extra_id_0>,A faucet is for <extra_id_0>,['water']
A clarinet isn't for <extra_id_0>,A clarinet is for <extra_id_0>,"['buying', 'playing', 'selling']"
A tearoom isn't for <extra_id_0>,A tearoom is for <extra_id_0>,"['gossiping', 'conversation', 'socializing']"
A chapel isn't for <extra_id_0>,A chapel is for <extra_id_0>,"['praying', 'christening', 'meditation', 'christians', 'sanctuary', 'worship', 'weddings', 'marrying', 'meditating', 'worshipping', 'prayer']"
Flirting isn't for <extra_id_0>,Flirting is for <extra_id_0>,"['dating', 'fun', 'reproduction']"
Skiing isn't for <extra_id_0>,Skiing is for <extra_id_0>,"['sport', 'thrills', 'entertainment', 'pleasure', 'enjoyment', 'excitement', 'exersize', 'relaxation', 'winter', 'exercise', 'fun', 'competition', 'recreation']"
Research isn't a type of <extra_id_0>,Research is a type of <extra_id_0>,['learning']
A harp isn't for <extra_id_0>,A harp is for <extra_id_0>,"['melody', 'music', 'angels', 'relaxation', 'tuning', 'playing']"
Resting isn't for <extra_id_0>,Resting is for  <extra_id_0>,"['regrouping', 'dreams', 'sleeping', 'peace', 'dreaming', 'relaxation', 'thinking', 'recuperating', 'refreshment', 'relaxing', 'rejuvenation', 'stopping', 'rejuvination']"
A bed isn't for <extra_id_0>,A bed is for <extra_id_0>,"['hold', 'convalesing', 'napping', 'reading', 'sleep', 'sex', 'resting']"
"Corn, grain, and maise aren't for <extra_id_0>","Corn, grain, and maise are for <extra_id_0>","['growing', 'eating', 'nutrition', 'planting', 'baking']"
A saloon isn't for <extra_id_0>,A saloon is for <extra_id_0>,"['socialising', 'drink', 'cowboys', 'drinking', 'beer', 'socializing', 'fighting']"
A cigaratte isn't for <extra_id_0>,A cigaratte is for <extra_id_0>,['smoking']
A pub isn't for <extra_id_0>,A pub is for <extra_id_0>,"['drinking', 'socialising', 'socializing', 'celebrating']"
A sign isn't for <extra_id_0>,A sign is for <extra_id_0>,"['display', 'identification', 'orientation', 'advertisments', 'direction', 'advertising', 'directions']"
A basket isn't for <extra_id_0>,A basket is for <extra_id_0>,"['kittens', 'buying', 'hold', 'include', 'yarn', 'selling']"
A horse isn't for <extra_id_0>,A horse is for <extra_id_0>,"['companionship', 'ride', 'breeding', 'horsemeat', 'riding']"
A billboard isn't for <extra_id_0>,A billboard is for <extra_id_0>,"['communication', 'advertisement', 'advertisment']"
A chest isn't for <extra_id_0>,A chest is for <extra_id_0>,"['belongings', 'storage', 'play']"
Bathing isn't for <extra_id_0>,Bathing is for <extra_id_0>,"['pleasure', 'relaxing', 'cleanliness', 'relaxation', 'cleansing', 'Washing']"
A puzzle isn't for <extra_id_0>,A puzzle is for <extra_id_0>,"['solving', 'entertainment', 'distraction', 'play', 'entertaintment', 'learning', 'enjoying']"
Jogging isn't for <extra_id_0>,Jogging is for <extra_id_0>,"['yuppies', 'entertainment', 'exercising', 'exersize', 'vanity', 'exercise', 'toning', 'health']"
A parkway isn't for <extra_id_0>,A parkway is for <extra_id_0>,"['driving', 'trasnportation', 'access']"
Sand isn't for <extra_id_0>,Sand is for <extra_id_0>,"['beaches', 'sandboxes', 'hourglasses', 'sandblasting', 'sandcastles']"
A canal isn't for <extra_id_0>,A canal is for <extra_id_0>,"['travel', 'holidays', 'irrigation', 'division']"
A bullet isn't for <extra_id_0>,A bullet is for <extra_id_0>,"['wounding', 'murdering', 'killing', 'murder', 'shooting', 'hunting', 'shoot']"
A dollar isn't for <extra_id_0>,A dollar is for <extra_id_0>,"['spending', 'saving', 'shopping']"
A tree isn't for <extra_id_0>,A tree is for <extra_id_0>,"['oxygen', 'nuts', 'beauty', 'decoration', 'wood', 'refuge', 'climbing', 'fruit', 'aesthetics', 'climb', 'shade']"
A kitchen isn't for <extra_id_0>,A kitchen is for <extra_id_0>,"['cooking', 'cook', 'appliances']"
A razor isn't for <extra_id_0>,A razor is for <extra_id_0>,"['shaving', 'cut', 'cutting', 'slicing', 'sucide', 'carving', 'shave']"
A soprano isn't for <extra_id_0>,A soprano is for <extra_id_0>,"['description', 'jazz', 'harmony', 'song']"
A lion isn't for a <extra_id_0>,A lion is for a <extra_id_0>,"['hunting', 'entertain']"
A lobby isn't for <extra_id_0>,A lobby is for <extra_id_0>,"['talk', 'entry', 'elevators', 'rest', 'loiter', 'sit']"
A pew isn't for <extra_id_0>,A pew is for <extra_id_0>,"['prey', 'praying', 'kneeling']"
A sword isn't for <extra_id_0>,A sword is for <extra_id_0>,"['kill', 'stabbing', 'killing', 'wounding', 'intimidating', 'maiming', 'cutting', 'fencing', 'ceremony', 'sticking']"
A sky isn't for <extra_id_0>,A sky is for <extra_id_0>,"['dream', 'rain', 'fly', 'breathing', 'raining', 'falling', 'admire', 'clouds', 'breath', 'birds', 'daydreaming', 'stars']"
A projectile isn't for <extra_id_0>,A projectile is for <extra_id_0>,"['throwing', 'injuring', 'killing', 'catching', 'games', 'shooting', 'hit', 'propelling', 'strike', 'ejecting', 'shoot', 'hurling', 'launching']"
An illness isn't for <extra_id_0>,An illness is for <extra_id_0>,"['sinning', 'rest']"
A toothpick isn't for <extra_id_0>,A toothpick is for <extra_id_0>,['chewing']
A silicone isn't for <extra_id_0>,A silicone is for <extra_id_0>,"['lubricants', 'entertainment', 'bonding', 'adhering', 'permanence', 'varnishes', 'glue']"
Armor isn't a type of knights <extra_id_0>,Armor is a type of knights <extra_id_0>,['protection']
A teaspoon isn't for <extra_id_0>,A teaspoon is for <extra_id_0>,"['eating', 'measuring', 'stiring']"
Carpeting isn't for <extra_id_0>,Carpeting is for <extra_id_0>,"['floors', 'decoration', 'warmth', 'comfort', 'utility', 'insulation']"
A divider isn't for clear <extra_id_0>,A divider is for clear <extra_id_0>,"['sorting', 'divide', 'seperation']"
Ink isn't for <extra_id_0>,Ink is for <extra_id_0>,"['printing', 'dyeing', 'drawing', 'tatooing', 'coloring', 'marking']"
A card isn't for <extra_id_0>,A card is for <extra_id_0>,"['identification', 'christmas', 'games', 'flicking', 'studying', 'credit', 'business', 'introducing']"
A den isn't for <extra_id_0>,A den is for <extra_id_0>,"['working', 'hybernation', 'relax', 'animals', 'studying', 'hibernating', 'reading', 'resting']"
A sound isn't for <extra_id_0>,A sound is for <extra_id_0>,"['alerting', 'listening', 'communicating', 'communicate']"
Wheat isn't for <extra_id_0>,Wheat is for <extra_id_0>,"['harvesting', 'food', 'flour', 'eating', 'cake']"
Wine isn't for <extra_id_0>,Wine is for <extra_id_0>,"['Drinking', 'drinkin', 'relaxing', 'Storing', 'drink', 'Selling']"
Surfing isn't for <extra_id_0>,Surfing is for <extra_id_0>,"['sport', 'thrills', 'entertainment', 'activity', 'pleasure', 'kids', 'enjoyment', 'surfers', 'challenge', 'exercise', 'fun', 'adventure', 'surfists']"
A science isn't for <extra_id_0>,A science is for <extra_id_0>,"['chemistry', 'mathmatics', 'research', 'astronomy', 'discovery', 'geology']"
An army isn't for <extra_id_0>,An army is for <extra_id_0>,"['wars', 'defense', 'protection']"
A cam isn't for <extra_id_0>,A cam is for <extra_id_0>,['climbing']
Salt isn't for <extra_id_0>,Salt is for <extra_id_0>,"['season', 'seasoning', 'survival', 'food']"
Literature isn't for a <extra_id_0>,Literature is for  a <extra_id_0>,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
A stream isn't for <extra_id_0>,A stream is for <extra_id_0>,"['rafting', 'bathing', 'swimming', 'swim']"
A crossroads isn't for <extra_id_0>,A crossroads is for <extra_id_0>,['turning']
A classroom isn't for <extra_id_0>,A classroom is for <extra_id_0>,"['congregating', 'listening', 'Learning', 'teach', 'experimenting', 'education', 'participating', 'studying', 'teaching', 'classes']"
A brook isn't for <extra_id_0>,A brook is for <extra_id_0>,"['fishing', 'life', 'babbling', 'scenary', 'fish']"
Xanax isn't for <extra_id_0>,Xanax is for <extra_id_0>,"['fun', 'Anxiety']"
An intersection isn't where two or more roads <extra_id_0>,An intersection is where two or more roads <extra_id_0>,['meet']
A weapon isn't for <extra_id_0>,A weapon is for <extra_id_0>,"['self-defense', 'defence', 'aggression', 'violence', 'self-defence', 'hunting', 'competition', 'punishment', 'destruction', 'protection']"
Tickling isn't for a <extra_id_0>,Tickling is for a <extra_id_0>,"['laughs', 'elmo', 'fun', 'flirting', 'humor', 'play']"
Head doesn't have <extra_id_0>,Head has <extra_id_0>,"['hats', 'head-butting', 'thinking', 'beginning', 'think']"
The Moon isn't for <extra_id_0>,The Moon is for <extra_id_0>,"['exploration', 'romance', 'eclipsing', 'tides', 'observation', 'mystery']"
A container isn't for <extra_id_0>,A container is for <extra_id_0>,"['washing', 'organization', 'containing']"
Diving isn't for <extra_id_0>,Diving is for <extra_id_0>,"['working', 'exploration', 'pearls', 'pleasure', 'cover', 'relaxation', 'divers', 'exercise', 'fun', 'investigating', 'recreation', 'competition']"
Skating isn't for <extra_id_0>,Skating is for <extra_id_0>,"['entertainment', 'pleasure', 'relaxation', 'enjoyment', 'hockey', 'exercise', 'fun']"
Cash isn't for <extra_id_0>,Cash is for <extra_id_0>,"['hoarding', 'flaunting', 'impress', 'shopping']"
Fencing isn't for <extra_id_0>,Fencing is for <extra_id_0>,"['entertainment', 'defense', 'competiton', 'exercise', 'fun', 'competition']"
Council isn't a <extra_id_0>,Council is a <extra_id_0>,"['decide', 'judgement', 'talking']"
An election isn't for <extra_id_0>,An election is for <extra_id_0>,['choosing']
Candles aren't for <extra_id_0>,Candles are for <extra_id_0>,['atmosphere']
A boat isn't for <extra_id_0>,A boat is for <extra_id_0>,"['recreation', 'fishing', 'capsize', 'skiing', 'traveling', 'travel', 'watersports', 'sailing', 'travelling', 'floating', 'rowing', 'transport', 'launching', 'fishermen']"
An ear isn't for <extra_id_0>,An ear is for <extra_id_0>,"['earing', 'hearning', 'adornment']"
An egg isn't for <extra_id_0>,An egg is for <extra_id_0>,"['throwing', 'food', 'nurturing', 'scrambling', 'breed', 'cooking']"
A sidewalk isn't for <extra_id_0>,A sidewalk is for <extra_id_0>,"['surfing', 'pedestrians', 'rollerblade']"
A snare drum isn't for <extra_id_0>,A snare drum is for <extra_id_0>,"['drum', 'music', 'beat', 'banging', 'rhythm', 'hitting']"
A firebomb isn't for <extra_id_0>,A firebomb is for <extra_id_0>,['destuction']
A garden isn't for a <extra_id_0>,A garden is for a <extra_id_0>,"['relaxation', 'decoration', 'relax']"
A kite isn't for <extra_id_0>,A kite is for <extra_id_0>,"['fun', 'entertainment', 'Playing', 'flying']"
A bus isn't a form of mass <extra_id_0>,A bus is a form of mass <extra_id_0>,"['transportation', 'trip', 'transporation', 'traveling', 'travel', 'transport']"
A border isn't for <extra_id_0>,A border is for <extra_id_0>,"['seperation', 'accent']"
A feather isn't for <extra_id_0>,A feather is for <extra_id_0>,"['decoration', 'flight']"
Clock isn't a kind of wall <extra_id_0>,Clock is a kind of wall <extra_id_0>,"['clock', 'decoration', 'people']"
A bookshelf isn't for <extra_id_0>,A bookshelf is for <extra_id_0>,"['bookends', 'books', 'photographs', 'mementos', 'plants']"
Swimming isn't for <extra_id_0>,Swimming is for <extra_id_0>,"['Fun', 'pleasure', 'enjoyment', 'exersize', 'relaxation', 'fish', 'exercise', 'competition', 'recreation']"
Smoke and soot aren't both gray or black in <extra_id_0>,Smoke and soot are both gray or black in <extra_id_0>,['color']
A wings isn't for <extra_id_0>,A wings is for <extra_id_0>,"['furling', 'glide', 'soaring', 'fly', 'flapping', 'flying', 'eating']"
A storm isn't for <extra_id_0>,A storm is for <extra_id_0>,"['rain', 'raining', 'flooding', 'thundering']"
A minister isn't for the <extra_id_0>,A minister is for the <extra_id_0>,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
An earring isn't for <extra_id_0>,An earring is for <extra_id_0>,"['vanity', 'decoration', 'adornment']"
A diamond isn't for a <extra_id_0>,A diamond is for a <extra_id_0>,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
A trumpet isn't for <extra_id_0>,A trumpet is for <extra_id_0>,['fanfare']
Cotton isn't for <extra_id_0>,Cotton is for <extra_id_0>,"['threading', 'thread', 'clothing', 'cotton-balls', 'sewing', 'bedding', 'Q-tips']"
A person doesn't travel to a spa to <extra_id_0>,A person travels to a spa to <extra_id_0>,"['relax', 'recreating', 'relaxing']"
Hiking isn't for <extra_id_0>,Hiking is for <extra_id_0>,"['excercize', 'campers', 'exercise', 'fun', 'adventure', 'health']"
A highway isn't for <extra_id_0>,A highway is for <extra_id_0>,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
Coil isn't a type of circle <extra_id_0>,Coil is a type of circle <extra_id_0>,"['hose', 'hair', 'rope', 'snakes', 'wire']"
A scale isn't for <extra_id_0>,A scale is for <extra_id_0>,"['measure', 'balancing', 'weighing', 'ranking', 'fish']"
A minister isn't for <extra_id_0>,A minister is for <extra_id_0>,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
A diamond isn't for <extra_id_0>,A diamond is for <extra_id_0>,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
A bay isn't for <extra_id_0>,A bay is for <extra_id_0>,"['watching', 'fishing', 'boating', 'swimming', 'sailing', 'polluting']"
Lips isn't for <extra_id_0>,Lips is for <extra_id_0>,"['licking', 'speaking', 'Tasting', 'speak', 'flapping', 'communicate', 'Smoking']"
A church isn't for <extra_id_0>,A church is for <extra_id_0>,"['learn', 'praying', 'serve', 'christenings', 'worship', 'weddings', 'funerals', 'preaching', 'sing', 'practice', 'prayer']"
A terrace isn't for <extra_id_0>,A terrace is for <extra_id_0>,"['farming', 'barbeque', 'decoration']"
A stylus isn't for <extra_id_0>,A stylus is for <extra_id_0>,"['palms', 'drawing', 'pointing', 'embossing', 'PDA']"
Wrestling isn't for <extra_id_0>,Wrestling is for <extra_id_0>,"['sport', 'entertainment', 'pleasure', 'enjoyment', 'amusment', 'sumo', 'children', 'exercise', 'fun', 'play']"
Deoderant isn't for <extra_id_0>,Deoderant is for <extra_id_0>,['wearing']
Smoking Marijuana isn't for <extra_id_0>,Smoking Marijuana is for <extra_id_0>,"['pleasure', 'fun', 'entertainment']"
A mast isn't for <extra_id_0>,A mast is for <extra_id_0>,"['sail', 'transmitting', 'climbing', 'sailing', 'yatchs']"
Captain isn't a type of <extra_id_0>,Captain is a type of <extra_id_0>,"['leadership', 'sailing']"
A soundstage isn't for <extra_id_0>,A soundstage is for <extra_id_0>,"['performing', 'actors', 'recording', 'directors', 'cameramen']"
A house isn't for <extra_id_0>,A house is for <extra_id_0>,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
A john isn't for <extra_id_0>,A john is for <extra_id_0>,"['urinating', 'flushing', 'shitting', 'defecating', 'pee', 'pissing']"
Sponge isn't a type of <extra_id_0>,Sponge is a type of <extra_id_0>,['cleaning']
Breathing isn't for <extra_id_0>,Breathing is for <extra_id_0>,"['oxygen', 'life', 'survival', 'respiration', 'living', 'meditating', 'surviving']"
A song isn't for <extra_id_0>,A song is for <extra_id_0>,"['sing', 'entertainment', 'entertain', 'romance']"
Communicating isn't for <extra_id_0>,Communicating is for <extra_id_0>,"['talking', 'negotiation', 'education', 'conversation', 'Socialising', 'writing', 'understanding']"
A council isn't for <extra_id_0>,A council is for <extra_id_0>,"['decide', 'judgement', 'talking']"
A motherboard isn't for <extra_id_0>,A motherboard is for <extra_id_0>,"['electronics', 'computers']"
Cloud doesn't have <extra_id_0>,Cloud has <extra_id_0>,"['sleet', 'thunder', 'rain', 'oscure', 'snow', 'weather', 'hail', 'dreaming', 'shade']"
A bean isn't for <extra_id_0>,A bean is for <extra_id_0>,"['grow', 'growing', 'cooking', 'eating', 'nutrition', 'planting']"
Living isn't for <extra_id_0>,Living is for <extra_id_0>,"['loving', 'enjoyment', 'existing', 'eating', 'enjoying']"
A bicycle isn't for <extra_id_0>,A bicycle is for <extra_id_0>,"['transportation', 'welding', 'rush', 'entertainment', 'ride', 'excersize', 'riding', 'traveling', 'Racing', 'dismantling']"
A needle isn't for <extra_id_0>,A needle is for <extra_id_0>,"['stitching', 'repair', 'sewing', 'sew', 'injections', 'embroider', 'embroidery']"
Finger isn't <extra_id_0>,Finger is <extra_id_0>,"['counting', 'typing', 'tickle', 'pointing', 'point', 'smear', 'warn']"
Situation: He didn't wear his sweatpants around the house for <extra_id_0>,Situation: He wore his sweatpants around the house for <extra_id_0>,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
