prompt,opposite_sent,completion
 Replace the [MASK] with the correct word: A leader isn't for [MASK]. [MASK] is,A leader is for [MASK].,"['followers', 'follow', 'leading', 'following', 'respecting']"
 Replace the [MASK] with the correct word: Killing isn't for [MASK]. [MASK] is,Killing is for [MASK].,"['war', 'murdering', 'revenge', 'animals', 'criminals', 'justice', 'psychopaths', 'murderers', 'duty', 'fun', 'contract', 'eating', 'maniacs', 'harm']"
 Replace the [MASK] with the correct word: A pet isn't for [MASK]. [MASK] is,A pet is for [MASK].,"['petting', 'companionship']"
 Replace the [MASK] with the correct word: Doctor isn't [MASK]. [MASK] is,Doctor is [MASK].,"['healing', 'diagnose', 'heal']"
 Replace the [MASK] with the correct word: A fireplace isn't for [MASK]. [MASK] is,A fireplace is for [MASK].,"['fires', 'decoration', 'warmth']"
 Replace the [MASK] with the correct word: Listening isn't for [MASK]. [MASK] is,Listening is for [MASK].,"['helping', 'lovers', 'input', 'eavesdropping', 'knowing', 'communicating', 'learning', 'understanding']"
 Replace the [MASK] with the correct word: A cottage isn't for [MASK]. [MASK] is,A cottage is for [MASK].,"['vacation', 'living', 'housing']"
 Replace the [MASK] with the correct word: A coil isn't for [MASK]. [MASK] is,A coil is for [MASK].,"['hose', 'hair', 'rope', 'snakes', 'wire']"
 Replace the [MASK] with the correct word: A tennisn't ball isn't for [MASK]. [MASK] is,A tennis ball is for [MASK].,"['bouncing', 'throwing', 'bowling', 'tennis', 'roll', 'bounce', 'catching', 'kicking', 'bearing', 'inflating', 'bearings', 'rolling', 'hitting', 'play']"
 Replace the [MASK] with the correct word: An island isn't for a [MASK]. [MASK] is,An island is for a [MASK].,"['Gilligan', 'relax', 'isolation', 'vacations', 'swin', 'inhabit', 'swim', 'vacation', 'fish', 'hide', 'recreation']"
 Replace the [MASK] with the correct word: Playing isn't for [MASK]. [MASK] is,Playing is for [MASK].,"['socialising', 'squirrels', 'gamers', 'pleasure', 'enjoyment', 'relaxation', 'excercise', 'everyone', 'competing', 'excersize', 'children', 'relaxing', 'exercise', 'fun', 'teaching', 'learning', 'recreation']"
 Replace the [MASK] with the correct word: A college isn't for [MASK]. [MASK] is,A college is for [MASK].,"['PHDs', 'teaching', 'learning']"
 Replace the [MASK] with the correct word: A bench isn't for [MASK]. [MASK] is,A bench is for [MASK].,"['legislating', 'sleeping', 'seat', 'resting']"
 Replace the [MASK] with the correct word: A gun isn't for [MASK]. [MASK] is,A gun is for [MASK].,"['killing', 'shot', 'fire', 'shooting', 'violence', 'shoot', 'shoot,']"
 Replace the [MASK] with the correct word: Relaxing isn't for [MASK]. [MASK] is,Relaxing is for [MASK].,"['evening', 'pleasure', 'bored', 'enjoyment', 'Idling', 'resting']"
 Replace the [MASK] with the correct word: A tap isn't for [MASK]. [MASK] is,A tap is for [MASK].,"['beer', 'water', 'signalling']"
 Replace the [MASK] with the correct word: Corn isn't for [MASK]. [MASK] is,Corn is for [MASK].,"['growing', 'eating', 'nutrition', 'planting', 'baking']"
 Replace the [MASK] with the correct word: A discothque isn't for [MASK]. [MASK] is,A discothque is for [MASK].,"['Socialising', 'fun', 'drinking', 'relax']"
 Replace the [MASK] with the correct word: A bass isn't for [MASK]. [MASK] is,A bass is for [MASK].,"['catching', 'nourishment', 'playing', 'eat', 'fun', 'eating']"
 Replace the [MASK] with the correct word: A motel isn't for [MASK]. [MASK] is,A motel is for [MASK].,"['people', 'sleeping', 'rest', 'relaxing', 'travelers', 'resting', 'guests']"
 Replace the [MASK] with the correct word: Saloon isn't a type of western [MASK]. [MASK] is,Saloon is a type of western [MASK].,"['socialising', 'drink', 'cowboys', 'drinking', 'beer', 'socializing', 'fighting']"
 Replace the [MASK] with the correct word: A leaf isn't for [MASK]. [MASK] is,A leaf is for [MASK].,"['photosynthesis', 'shade']"
 Replace the [MASK] with the correct word: The sun doesn't provide energy for [MASK]. [MASK] is,The sun provides energy for [MASK].,"['see', 'life', 'light', 'heat', 'gravity', 'energy']"
 Replace the [MASK] with the correct word: Jeans isn't for [MASK]. [MASK] is,Jeans is for [MASK].,"['clothing', 'fashion', 'wearing', 'utility']"
 Replace the [MASK] with the correct word: A show isn't for [MASK]. [MASK] is,A show is for [MASK].,"['wearing', 'entertainment', 'education', 'entertain', 'enjoyment', 'relaxation', 'fun']"
 Replace the [MASK] with the correct word: Butter isn't for [MASK]. [MASK] is,Butter is for [MASK].,['flavoring']
 Replace the [MASK] with the correct word: Typing isn't for [MASK]. [MASK] is,Typing is for [MASK].,"['writing', 'communication', 'fun']"
 Replace the [MASK] with the correct word: A horn isn't for [MASK]. [MASK] is,A horn is for [MASK].,"['entertainment', 'music', 'jazz', 'beeping', 'warnings', 'honking', 'communicating', 'tooting', 'blowing']"
 Replace the [MASK] with the correct word: An explosive isn't for [MASK]. [MASK] is,An explosive is for [MASK].,"['war', 'kill', 'demolution', 'move', 'kaboom', 'blast', 'bombs', 'explote', 'dig', 'destruction']"
 Replace the [MASK] with the correct word: A pedestal isn't for [MASK]. [MASK] is,A pedestal is for [MASK].,"['bibles', 'dictionaries']"
 Replace the [MASK] with the correct word: Quartz isn't for [MASK]. [MASK] is,Quartz is for [MASK].,"['watches', 'rocks', 'gardens', 'clocks']"
 Replace the [MASK] with the correct word: The sun isn't for [MASK]. [MASK] is,The sun is for [MASK].,"['see', 'life', 'light', 'heat', 'gravity', 'energy']"
 Replace the [MASK] with the correct word: A graphite pencil isn't for [MASK]. [MASK] is,A graphite pencil is for [MASK].,"['note-taking', 'scribbling', 'erasing', 'doodling', 'writing', 'breaking']"
 Replace the [MASK] with the correct word: A patio isn't for [MASK]. [MASK] is,A patio is for [MASK].,"['sunbathing', 'cookouts']"
 Replace the [MASK] with the correct word: Fiddling doesn't require both a fiddle and a [MASK]. [MASK] is,Fiddling requires both a fiddle and a [MASK].,"['fun', 'masterbation', 'music']"
 Replace the [MASK] with the correct word: A shore isn't for [MASK]. [MASK] is,A shore is for [MASK].,"['surfing', 'swim', 'meditation']"
 Replace the [MASK] with the correct word: Skiing isn't a form of winter exercise and [MASK]. [MASK] is,Skiing is a form of winter exercise and [MASK].,"['sport', 'thrills', 'entertainment', 'pleasure', 'enjoyment', 'excitement', 'exersize', 'relaxation', 'winter', 'exercise', 'fun', 'competition', 'recreation']"
 Replace the [MASK] with the correct word: Bowl doesn't have [MASK]. [MASK] is,Bowl has [MASK].,"['apples', 'serve', 'cereal', 'hold', 'grapes', 'Wheaties', 'Sugar', 'soup']"
 Replace the [MASK] with the correct word: Science isn't generic [MASK]. [MASK] is,Science is generic [MASK].,"['chemistry', 'mathmatics', 'research', 'astronomy', 'discovery', 'geology']"
 Replace the [MASK] with the correct word: Castanets isn't for [MASK]. [MASK] is,Castanets is for [MASK].,"['dancing', 'rhythm', 'music', 'rythym']"
 Replace the [MASK] with the correct word: A buffet isn't for [MASK]. [MASK] is,A buffet is for [MASK].,"['breakfast', 'dessert', 'all-u-can-eat', 'food']"
 Replace the [MASK] with the correct word: Insemination isn't for [MASK]. [MASK] is,Insemination is for [MASK].,['fertilization']
 Replace the [MASK] with the correct word: A town isn't for [MASK]. [MASK] is,A town is for [MASK].,"['Residense', 'living', 'live', 'commerce']"
 Replace the [MASK] with the correct word: A candle isn't for [MASK]. [MASK] is,A candle is for [MASK].,"['romance', 'decoration', 'illumination', 'ambiance', 'light', 'heat', 'burning', 'luminosity', 'bruning', 'smell', 'decorations', 'celebrations']"
 Replace the [MASK] with the correct word: A soap isn't for [MASK]. [MASK] is,A soap is for [MASK].,"['entertainment', 'showering', 'bathing', 'cleaning', 'washing', 'smelling']"
 Replace the [MASK] with the correct word: A city isn't for [MASK]. [MASK] is,A city is for [MASK].,"['people', 'commerce', 'businesses', 'protection']"
 Replace the [MASK] with the correct word: A ball isn't for [MASK]. [MASK] is,A ball is for [MASK].,"['bouncing', 'throwing', 'bowling', 'tennis', 'roll', 'bounce', 'catching', 'kicking', 'bearing', 'inflating', 'bearings', 'rolling', 'hitting', 'play']"
 Replace the [MASK] with the correct word: A lake isn't for [MASK]. [MASK] is,A lake is for [MASK].,"['fishing', 'boating', 'water-skiing', 'windsurfing', 'sailing', 'fun', 'fish', 'recreation', 'diving']"
 Replace the [MASK] with the correct word: A knob isn't for [MASK]. [MASK] is,A knob is for [MASK].,['pulling']
 Replace the [MASK] with the correct word: AOL isn't for [MASK]. [MASK] is,AOL is for [MASK].,['jackasses']
 Replace the [MASK] with the correct word: Statue isn't a [MASK]. [MASK] is,Statue is a [MASK].,['display']
 Replace the [MASK] with the correct word: Money isn't for [MASK]. [MASK] is,Money is for [MASK].,"['needs', 'saving', 'corrupt', 'buying']"
 Replace the [MASK] with the correct word: Literature isn't for a [MASK]. [MASK] is,Literature is for a [MASK].,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
 Replace the [MASK] with the correct word: You would cake because you want [MASK]. [MASK] is,You would not cake because you want [MASK].,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
 Replace the [MASK] with the correct word: Cave isn't a type of neanderthal [MASK]. [MASK] is,Cave is a type of neanderthal [MASK].,"['archeology', 'exploration', 'sleeping', 'hibernating', 'hiding', 'refuge', 'darkness', 'hide', 'play']"
 Replace the [MASK] with the correct word: Queen Elizabeth isn't an important symbol to her [MASK]. [MASK] is,Queen Elizabeth is an important symbol to her [MASK].,"['chess', 'ruling', 'rule']"
 Replace the [MASK] with the correct word: A soul isn't for [MASK]. [MASK] is,A soul is for [MASK].,"['searching', 'life', 'live']"
 Replace the [MASK] with the correct word: Cogitating isn't for [MASK]. [MASK] is,Cogitating is for [MASK].,"['pondering', 'planning', 'thinkers', 'thinking']"
 Replace the [MASK] with the correct word: An armchair isn't for [MASK]. [MASK] is,An armchair is for [MASK].,"['sitter', 'reading', 'resting', 'relaxing', 'seat', 'sitting']"
 Replace the [MASK] with the correct word: Music isn't for [MASK]. [MASK] is,Music is for [MASK].,"['pleasure', 'relax', 'entertainment', 'enlightenment']"
 Replace the [MASK] with the correct word: A stone isn't for [MASK]. [MASK] is,A stone is for [MASK].,"['weight', 'throw', 'throwing', 'tossing']"
 Replace the [MASK] with the correct word: A segway isn't for [MASK]. [MASK] is,A segway is for [MASK].,['transportation']
 Replace the [MASK] with the correct word: An sword cannot [MASK]. [MASK] is,An sword can [MASK].,"['kill', 'stabbing', 'killing', 'wounding', 'intimidating', 'maiming', 'cutting', 'fencing', 'ceremony', 'sticking']"
 Replace the [MASK] with the correct word: Memorising isn't for [MASK]. [MASK] is,Memorising is for [MASK].,"['plays', 'reciting', 'rehearsing', 'studying', 'remenbering', 'recital', 'fun', 'learning']"
 Replace the [MASK] with the correct word: A bidet isn't for [MASK]. [MASK] is,A bidet is for [MASK].,"['washing', 'hygene', 'amusement']"
 Replace the [MASK] with the correct word: Leaf isn't a type of [MASK]. [MASK] is,Leaf is a type of [MASK].,"['photosynthesis', 'shade']"
 Replace the [MASK] with the correct word: Cooking isn't for [MASK]. [MASK] is,Cooking is for [MASK].,"['chefs', 'eating', 'relaxation']"
 Replace the [MASK] with the correct word: A desk isn't for [MASK]. [MASK] is,A desk is for [MASK].,"['working', 'filing', 'drafting', 'work', 'writing', 'write']"
 Replace the [MASK] with the correct word: An exit isn't for [MASK]. [MASK] is,An exit is for [MASK].,['exiting']
 Replace the [MASK] with the correct word: A business isn't for [MASK]. [MASK] is,A business is for [MASK].,['organisation']
 Replace the [MASK] with the correct word: A hotel room isn't for [MASK]. [MASK] is,A hotel room is for [MASK].,"['sleeping', 'lodging', 'rest', 'conferences', 'sleep']"
 Replace the [MASK] with the correct word: A chair isn't for [MASK]. [MASK] is,A chair is for [MASK].,"['people', 'reupholstering', 'resting', 'seat', 'sitting']"
 Replace the [MASK] with the correct word: A condo isn't for [MASK]. [MASK] is,A condo is for [MASK].,['selling']
 Replace the [MASK] with the correct word: A robot isn't for [MASK]. [MASK] is,A robot is for [MASK].,"['help', 'companionship', 'nyantai']"
 Replace the [MASK] with the correct word: Nylon isn't for [MASK]. [MASK] is,Nylon is for [MASK].,"['wear', 'parachutes', 'hose', 'sewing', 'coverings', 'stockings']"
 Replace the [MASK] with the correct word: A school isn't for [MASK]. [MASK] is,A school is for [MASK].,"['learn', 'meeting', 'exercising', 'shelter', 'education', 'studying', 'children', 'learning', 'classes']"
 Replace the [MASK] with the correct word: Situation: I didn't buy him a pair of silk [MASK]. [MASK] is,Situation: I bought him a pair of silk [MASK].,"['boxers', 'clothing', 'bedsheets', 'shirts', 'nighties', 'slips', 'fingernails']"
 Replace the [MASK] with the correct word: A violin isn't for [MASK]. [MASK] is,A violin is for [MASK].,"['fu;n', 'entertainment', 'music', 'entertaining', 'playing', 'creating']"
 Replace the [MASK] with the correct word: Nail isn't for [MASK]. [MASK] is,Nail is for [MASK].,['scratching']
 Replace the [MASK] with the correct word: A board isn't for [MASK]. [MASK] is,A board is for [MASK].,"['erasing', 'building', 'bilding', 'build']"
 Replace the [MASK] with the correct word: A cigarette isn't for [MASK]. [MASK] is,A cigarette is for [MASK].,"['smoke', 'relaxation', 'smoking', 'burning', 'relaxing']"
 Replace the [MASK] with the correct word: Salsa isn't generally [MASK]. [MASK] is,Salsa is generally [MASK].,['fun']
 Replace the [MASK] with the correct word: Tickling isn't usually a form of [MASK]. [MASK] is,Tickling is usually a form of [MASK].,"['laughs', 'elmo', 'fun', 'flirting', 'humor', 'play']"
 Replace the [MASK] with the correct word: Linoleum isn't for [MASK]. [MASK] is,Linoleum is for [MASK].,"['bathrooms', 'flooring', 'kitchens']"
 Replace the [MASK] with the correct word: An oboe isn't for [MASK]. [MASK] is,An oboe is for [MASK].,"['fulfillment', 'fun', 'practicing', 'enjoyment']"
 Replace the [MASK] with the correct word: A triggerlock isn't for [MASK]. [MASK] is,A triggerlock is for [MASK].,['security']
 Replace the [MASK] with the correct word: A nightclub isn't for [MASK]. [MASK] is,A nightclub is for [MASK].,"['socialising', 'drinking', 'Toast', 'parties', 'partying']"
" Replace the [MASK] with the correct word: The sun doesn't provide unlimited, free [MASK]. [MASK] is","The sun provides unlimited, free [MASK].","['see', 'life', 'light', 'heat', 'gravity', 'energy']"
 Replace the [MASK] with the correct word: Gymnastics isn't for [MASK]. [MASK] is,Gymnastics is for [MASK].,['gymnasts']
 Replace the [MASK] with the correct word: Boat isn't a type of [MASK]. [MASK] is,Boat is a type of [MASK].,"['recreation', 'fishing', 'capsize', 'skiing', 'traveling', 'travel', 'watersports', 'sailing', 'travelling', 'floating', 'rowing', 'transport', 'launching', 'fishermen']"
 Replace the [MASK] with the correct word: Cord isn't for [MASK]. [MASK] is,Cord is for [MASK].,"['tying', 'tie', 'binding']"
 Replace the [MASK] with the correct word: A shoe isn't for [MASK]. [MASK] is,A shoe is for [MASK].,"['sale', 'fashion', 'wearing', 'walking']"
